Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,160814,PV; CCK,"CA basket, AA,","""Thus, different types of perisomatic targeting parvalbumin (PV)-expressing
interneurons innervate distinct subcellular domains of principal cells. Axo-axonic
cells (AACs) innervate exclusively the axon initial segment of PCs [pyramidal cells]; in contrast,
basket cells (BCs) innervate the somata and proximal apical dendrites. In addition,
two distinct populations of basket cells - PV-expressing and cholecystokinin
(CCK)-expressing interneurons - could be defined on the basis of their neurochemical
content (see ""Morphology of Hippocampal Neurons"" by Vida, this book).""",p 250 mid,,,,,,"Gloveli T, Kopell N, and Dugladze T",Neuronal activity patterns during hippocampal network oscillations in vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,,,
,160816,NOS; NPY,CA1 Ivy,"""In  addition  to  distal  dendrite  inhibiting  O-LM [oriens--lacunosum-moleculare] cells, the  dendrite  domains of 
principal  cells  are  innervated  by  other  types  of  interneurons,  whose  involvement 
in the hippocampal  oscillations  has not  been  addressed  in vitro. This  includes, for 
example, recently  described  interneuron  type  in CA1  area  in anesthetized animal 
Ivy  cells,  expressing  neuropeptide  Y  (NPY),  and  the  neuronal  nitric  oxide (NO).""",p 260 top,,,,,,"Gloveli T, Kopell N, and Dugladze T",Neuronal activity patterns during hippocampal network oscillations in vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,,,
,160850,CR,DG HIPP,"""Gulyas et al. (1992) estimated that [in the dentate gyrus] a single spiny CR[calritinin]-positive cell (presumed HIPP [hilar perforant path-associated] cell) is contacted by
about 9000 granule cells.""",p 94 mid,,,,,,Santhakumar V,Modeling circuit alterationas in epilepsy:  a focus on mossy cell loss and mossy fiber sprouting in the dentate gyrus,Comput Neurosci Epilepsy,2008,978-0-12-373649-9,,,
,160852,CCK; SOM,"DG basket, HICAP, HIPP","""IS [interneuron-specific] cells contact an estimated 100-800 other IS cells and 5-10 (presumably CCK [cholecystokinin] positive) basket cells (Gulyas et al.,
1996). Acsady et al. (2000) suggested that CCK cells would include both BC [basket cells] and HICAP [hilar commissural/associational pathway-related] morphologies and that IS cells
furthermore project to somatostatin-positive presumed HIPP [hilar perforant pathway-associated] cells. We therefore estimate that IS cells also project to 5-10
HICAP cells and HIPP cells.""",p 96 top,,,,,,Santhakumar V,Modeling circuit alterationas in epilepsy:  a focus on mossy cell loss and mossy fiber sprouting in the dentate gyrus,Comput Neurosci Epilepsy,2008,978-0-12-373649-9,,,
,160854,PV; SOM; NOS; CR,"DG basket, HIPP, HICAP, IS","""The GABA[gamma aminobutyric acid]ergic interneurons are located in all three layers of the dentate
gyrus. These include the BCs [basket cells], parvalbumin-positive (PV) axo-axonic cells (whose
axon terminals project exclusively to the axon initial segment of excitatory cells),
somatostatin-positive HIPP [hilar perforant pathway-associated] cells (Freund and Buzs´aki 1996; Katona et al. 1999),
nitric oxide synthase-positive HICAP [hilar commissural/associational pathway-related] cells (Freund and Buzs´aki 1996), and aspiny
and calretinin-positive hilar IS [interneuron-specific] cells (Gulyas et al. 1996).""",p 516 top,,,,"""(For detailed description of cell type discrimination see Freund and Buzs´aki
(1996).)""",,Morgan RJ and Soltesz I,Microcircuit model of the dentate gyrus in epilepsy,Hippocampal Microcircuits,2010,978-1-4419-0995-4,,,
,160856,CR; SOM,"DG HIPP, IS","""The hilus contains about
6,500 calretinin-positive cells (Nomura et al. 1997a, b), roughly 30% of which
are somatostatin-positive (presumably spiny calretinin-positive cells [hilar perforant path-associated cells]), and some
calretinin-positive cells overlap with the NOS-positive cells (Nomura et al. 1997a,
b). IS [interneuron-specific] cells are aspiny and calretinin-positive (Gulyas et al. 1996), and, assuming that
maximally 50% of the calretinin-positive cells are aspiny, we estimated the number
of IS cells to be 3,000.""",p 516 mid,,,,"""(For detailed description of cell type discrimination see Freund and Buzs´aki
(1996).)""",,Morgan RJ and Soltesz I,Microcircuit model of the dentate gyrus in epilepsy,Hippocampal Microcircuits,2010,978-1-4419-0995-4,,,
,160858,CCK; SOM,"DG basket, HICAP, HIPP","""IS [interneuron-specific] cells contact an estimated 100800 other IS cells and 510 (presumably CCK [cholecystokinin]
positive) BCs [basket cells] (Gulyas et al. 1996). Acsady et al. (2000) suggested that CCK cells
would include both BC and HICAP [hilar commissural/associational pathway related cell] morphologies and that IS cells also project
to somatostatin-positive HIPP cells.""",p 523 bot,,,,"""(For detailed description of cell type discrimination see Freund and Buzs´aki
(1996).)""",,Morgan RJ and Soltesz I,Microcircuit model of the dentate gyrus in epilepsy,Hippocampal Microcircuits,2010,978-1-4419-0995-4,,,
,160860,CB,CA bistratified,"""Bistratified cells [ref 16] innervate
pyramidal cell dendrites in strata radiatum and oriens
(in conjunction with Schaffer collaterals) and a large
proportion of them contains the calcium-binding
protein calbindin. [ref 59,61]""",p 37 right mid,,,,,,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,,
,160862,SOM,CA1 O-LM,"""CA1 subfield. Despite strong axonal immunostaining,
it was hard to reconstruct somatostatin-positive
neurons due to the rare staining of proximal main
axon segments. Thick axons were followed back from
stratum lacunosum-moleculare to stratum oriens
in many cases, however only four of them could
be unequivocally connected to its cell body. Three
cells showed typical morphology of O-LM [oriens--lacunosum-moleculare] cells
(Fig. 2A). [ref 43,47,54,61] The somata and dendrites were
located in stratum oriens. The axons emerged from a
proximal dendrite (Figs 1D, 2A), as also seen in
intracellularly filled O-LM cells,29,47 crossed stratum
pyramidale and radiatum, and began to arborize with
much thinner collaterals in stratum lacunosum-moleculare.""",p 42 right top,"""Following extensive washes and treatment with 1% sodium
borohydride for 30 min (only for animals perfused
with fixative B), the sections were incubated first in 5% BSA
and then in solutions of the following antisera: for single
somatostatin-immunostaining rabbit anti-somatostatin,
diluted 1:20,000 [ref 41] was used as primary antiserum
(48 h).  . . . .  After the first immunostaining for somatostatin, the
sections were blocked by the ABC blocking kit, then
incubated in solutions of one of the following antisera:
rabbit anti-parvalbumin (1:1500);11 rabbit anti-calretinin
(1:5000); [ref 55] rabbit anti-VIP (1:10,000); [ref 23] rabbit anti-CCK
(1:3000); [ref 23] and rabbit anti-substance P receptor (SPR)
(1:300) [ref 58] for 48 h.""",p 41 left mid and bot,"""Eight male Wistar rats (300350 g, two-months-old;
Charles River, Budapest, Hungary) were deeply anaesthetized
by Equithesin (chlornembutal, 0.3 ml/100 g). . . .",p 39 right bot,,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,,
,160864,SOM,DG HIPP,"""Dentate gyrus. Three somatostatin-immunoreactive
neurons were partially reconstructed in the dentate
gyrus, all of them showed typical morphological
characteristics of HIPP [hilar perforant path-associated] cells [ref 7,15,32,59] (Fig. 3).""",p 43 left mid,"""Following extensive washes and treatment with 1% sodium
borohydride for 30 min (only for animals perfused
with fixative B), the sections were incubated first in 5% BSA
and then in solutions of the following antisera: for single
somatostatin-immunostaining rabbit anti-somatostatin,
diluted 1:20,000 [ref 41] was used as primary antiserum
(48 h).  . . . .  After the first immunostaining for somatostatin, the
sections were blocked by the ABC blocking kit, then
incubated in solutions of one of the following antisera:
rabbit anti-parvalbumin (1:1500);11 rabbit anti-calretinin
(1:5000); [ref 55] rabbit anti-VIP (1:10,000); [ref 23] rabbit anti-CCK
(1:3000); [ref 23] and rabbit anti-substance P receptor (SPR)
(1:300) [ref 58] for 48 h.""",p 41 left mid and bot,"""Eight male Wistar rats (300350 g, two-months-old;
Charles River, Budapest, Hungary) were deeply anaesthetized
by Equithesin (chlornembutal, 0.3 ml/100 g). . . .",p 39 right bot,,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,,
,160866,SOM,"CA1,3 pyr","""Regardless of the targets, somatostatin-immunoreactive
boutons [in CA1 and CA3] were always strongly
positive for GABA [gamma aminobutyric acid].""",p 43 right bot,"""Following extensive washes and treatment with 1% sodium
borohydride for 30 min (only for animals perfused
with fixative B), the sections were incubated first in 5% BSA
and then in solutions of the following antisera: for single
somatostatin-immunostaining rabbit anti-somatostatin,
diluted 1:20,000 [ref 41] was used as primary antiserum
(48 h).  . . . .  After the first immunostaining for somatostatin, the
sections were blocked by the ABC blocking kit, then
incubated in solutions of one of the following antisera:
rabbit anti-parvalbumin (1:1500);11 rabbit anti-calretinin
(1:5000); [ref 55] rabbit anti-VIP (1:10,000); [ref 23] rabbit anti-CCK
(1:3000); [ref 23] and rabbit anti-substance P receptor (SPR)
(1:300) [ref 58] for 48 h.""",p 41 left mid and bot,"""Eight male Wistar rats (300350 g, two-months-old;
Charles River, Budapest, Hungary) were deeply anaesthetized
by Equithesin (chlornembutal, 0.3 ml/100 g). . . .",p 39 right bot,pyr cells neg for som,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,pyr cells neg for som,
,160868,SOM,"CA1,3 O-LM; DG HIPP","""On the basis of morphological characteristics,
somatostatin-immunoreactive interneurons could be
separated into three distinct subtypes, (i) HIPP [hilar perforant pathway-associated] cells
of the dentate gyrus, (ii) conventional O-LM [oriens--lacunosum-moleculare] cells in
stratum oriens of the CA1 and CA3 regions and (iii)
neurons with dendrites similar to O-LM cells, but
with a characteristically different axon. The first two
subtypes have dense axonal projections to stratum
lacunosum-moleculare (O-LM) or stratum moleculare
(HIPP), where entorhinal afferents terminate.""",p 45 right bot,"""Following extensive washes and treatment with 1% sodium
borohydride for 30 min (only for animals perfused
with fixative B), the sections were incubated first in 5% BSA
and then in solutions of the following antisera: for single
somatostatin-immunostaining rabbit anti-somatostatin,
diluted 1:20,000 [ref 41] was used as primary antiserum
(48 h).  . . . .  After the first immunostaining for somatostatin, the
sections were blocked by the ABC blocking kit, then
incubated in solutions of one of the following antisera:
rabbit anti-parvalbumin (1:1500);11 rabbit anti-calretinin
(1:5000); [ref 55] rabbit anti-VIP (1:10,000); [ref 23] rabbit anti-CCK
(1:3000); [ref 23] and rabbit anti-substance P receptor (SPR)
(1:300) [ref 58] for 48 h.""",p 41 left mid and bot,"""Eight male Wistar rats (300350 g, two-months-old;
Charles River, Budapest, Hungary) were deeply anaesthetized
by Equithesin (chlornembutal, 0.3 ml/100 g). . . .",p 39 right bot,,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,,
,160870,NPY,DG HIPP,"""Although the neurochemical marker content of these
intracellularly labelled neurons is largely unknown,
in one case a HIPP [hilar perforant pathway-associated] cell was shown to contain
neuropeptide Y (NPY). [ref 22,60] Since NPY and somatostatin
co-localize in many hilar interneurons, [ref 37] it
indicates that HIPP cells express somatostatin as
well.""",p 47 left,,,,,,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,,
,160872,SOM,CA septal proj,"""It was recently shown that
immunostaining for muscarinic type 2 receptor (M2)
labels horizontal cells at the oriens/alveus border with
axons, which occasionally cross the hippocampal
fissure.(30) Co-localization of M2 receptors and somatostatin
was found in a small number of interneurons
in stratum oriens of the CA1 subfield,(30) which further
suggests the existence of a somatostatin-positive
back-projection cell population. Moreover, in this
study some neurons expressing M2 receptor were
retrogradely labelled from the medial septum.  Since all nonpyramidal hippocamposeptal projection
neurons contain somatostatin (Katona I., Acsady L.,
Freund T.F., unpublished observation), we suggest
that these back-projection neurons, in addition to
their extensive arborization in the entire hippocampus,
may project to the medial septum.""",p 51 left mid,"""Following extensive washes and treatment with 1% sodium
borohydride for 30 min (only for animals perfused
with fixative B), the sections were incubated first in 5% BSA
and then in solutions of the following antisera: for single
somatostatin-immunostaining rabbit anti-somatostatin,
diluted 1:20,000 [ref 41] was used as primary antiserum
(48 h).  . . . .  After the first immunostaining for somatostatin, the
sections were blocked by the ABC blocking kit, then
incubated in solutions of one of the following antisera:
rabbit anti-parvalbumin (1:1500);11 rabbit anti-calretinin
(1:5000); [ref 55] rabbit anti-VIP (1:10,000); [ref 23] rabbit anti-CCK
(1:3000); [ref 23] and rabbit anti-substance P receptor (SPR)
(1:300) [ref 58] for 48 h.""",p 41 left mid and bot,"""Eight male Wistar rats (300350 g, two-months-old;
Charles River, Budapest, Hungary) were deeply anaesthetized
by Equithesin (chlornembutal, 0.3 ml/100 g). . . .",p 39 right bot,,"Katona I, Acsady L. and Freund TF",Postsynaptic targets of somatostatin-immunoreactive interneurons in the rat hippocampus,Neuroscience ,1999,10051188,,,
,160874,"PV, CCK","CA1,3 pyr","""PV [parvalbumin] and CCK [cholecystokinin]
immunoreactivity was found exclusively in nonpyramidal
cells, whereas CaBP [calbindin] was present in both principal and
nonpyramidal neurons [in CA1 and CA3].""",p 372 right bot,"""Neighbouring sections from both hemispheres were immunostained,
either for CaBP and PV or for CaBP and
CCK, with the peroxidase antiperoxidase method. Following
blocking in 20% normal goat serum (NGS, for 45 min)
the sections were incubated for 2 days in the primary
antisera; CaBP (1:1,000 code: R8701), PV (1:1,000 code:
R301, Baimbridge et al., '82, Buchan and Baimbridge, '88)
or CCK (1:10,000, Gulyas et al., '90), followed by incubation
in goat-antirabbit IgG (150 ICN, 6 hours) and with rabbit
peroxidase antiperoxidase complex (1: 100 DAKOPATTS,
overnight).""",p 372 left mid,"""For the experiments, 6 rats (Wistar, male, 250 g) were
perfused under Equitesin anaesthesia (chlornembutal 0.3
m1/100 g), first with physiological saline (1 min) and then
with a fixative for 30 minutes.""",,,"Gulyas AI, Toth K, Danos P, and Freund TF","Subpopulations of GABAergic neurons containing parvalbumin, calbindin D28k, and cholecystokinin in the rat hippocampus",J Comparative Neurol,1991,1721075,,,
,160876,PV,"CA1,3,DG basket","""The majority of the PV[parvalbumin]-immunoreactive neurons were
found in CA1-CA3 stratum oriens and pyramidale, and in
stratum granulosum and hilus of the dentate gyrus (Fig.
1A). The majority of neurons located in the principal cell
layers showed the characteristic features of pyramidal
basket cells.""",p 372 right bot,"""Neighbouring sections from both hemispheres were immunostained,
either for CaBP and PV or for CaBP and
CCK, with the peroxidase antiperoxidase method. Following
blocking in 20% normal goat serum (NGS, for 45 min)
the sections were incubated for 2 days in the primary
antisera; CaBP (1:1,000 code: R8701), PV (1:1,000 code:
R301, Baimbridge et al., '82, Buchan and Baimbridge, '88)
or CCK (1:10,000, Gulyas et al., '90), followed by incubation
in goat-antirabbit IgG (150 ICN, 6 hours) and with rabbit
peroxidase antiperoxidase complex (1: 100 DAKOPATTS,
overnight).""",p 372 left mid,"""For the experiments, 6 rats (Wistar, male, 250 g) were
perfused under Equitesin anaesthesia (chlornembutal 0.3
m1/100 g), first with physiological saline (1 min) and then
with a fixative for 30 minutes.""",,,"Gulyas AI, Toth K, Danos P, and Freund TF","Subpopulations of GABAergic neurons containing parvalbumin, calbindin D28k, and cholecystokinin in the rat hippocampus",J Comparative Neurol,1991,1721075,,,
,160878,CB,CA1 pyr; DG gc,"""The CaBP [calbindin] immunoreactivity
of CA1 pyramidal cells and dentate granule cells did not allow a quantitative study of CaBP-immunoreactive
nonpyramidal cells in these layers, but some of them
could be identified on the basis of their very characteristic
dendritic arborization and strong CaBP immunoreactivity.""",p 372 right bot,"""Neighbouring sections from both hemispheres were immunostained,
either for CaBP and PV or for CaBP and
CCK, with the peroxidase antiperoxidase method. Following
blocking in 20% normal goat serum (NGS, for 45 min)
the sections were incubated for 2 days in the primary
antisera; CaBP (1:1,000 code: R8701), PV (1:1,000 code:
R301, Baimbridge et al., '82, Buchan and Baimbridge, '88)
or CCK (1:10,000, Gulyas et al., '90), followed by incubation
in goat-antirabbit IgG (150 ICN, 6 hours) and with rabbit
peroxidase antiperoxidase complex (1: 100 DAKOPATTS,
overnight).""",p 372 left mid,"""For the experiments, 6 rats (Wistar, male, 250 g) were
perfused under Equitesin anaesthesia (chlornembutal 0.3
m1/100 g), first with physiological saline (1 min) and then
with a fixative for 30 minutes.""",,,"Gulyas AI, Toth K, Danos P, and Freund TF","Subpopulations of GABAergic neurons containing parvalbumin, calbindin D28k, and cholecystokinin in the rat hippocampus",J Comparative Neurol,1991,1721075,,,
,160880,PV; CB,,"""We examined 19 pairs of CaBP [calbindin] and PV [parvalbumin] immunostained
sections from both hemispheres of 4 rats; the results are
summarized in Table 1. The data show that PV and CaBP
do not coexist in nonpyramidal cells of the dorsal hippocampus
(Fig. 2B,C) and dentate gyrus (Fig. 2A), except for a
small population of cells in stratum oriens of the CA1
region, close to the alveus.  In this layer, 21.4% of the CaBP
positive nonpyramidal cells also contained PV.""",p 374 left top,"""Neighbouring sections from both hemispheres were immunostained,
either for CaBP and PV or for CaBP and
CCK, with the peroxidase antiperoxidase method. Following
blocking in 20% normal goat serum (NGS, for 45 min)
the sections were incubated for 2 days in the primary
antisera; CaBP (1:1,000 code: R8701), PV (1:1,000 code:
R301, Baimbridge et al., '82, Buchan and Baimbridge, '88)
or CCK (1:10,000, Gulyas et al., '90), followed by incubation
in goat-antirabbit IgG (150 ICN, 6 hours) and with rabbit
peroxidase antiperoxidase complex (1: 100 DAKOPATTS,
overnight).""",p 372 left mid,"""For the experiments, 6 rats (Wistar, male, 250 g) were
perfused under Equitesin anaesthesia (chlornembutal 0.3
m1/100 g), first with physiological saline (1 min) and then
with a fixative for 30 minutes.""",,,"Gulyas AI, Toth K, Danos P, and Freund TF","Subpopulations of GABAergic neurons containing parvalbumin, calbindin D28k, and cholecystokinin in the rat hippocampus",J Comparative Neurol,1991,1721075,,,
,160882,"CCK, CB, PV",,"""In the present study we have shown that: (1) in the
hippocampal formation of the rat, nonpyramidal cells containing
different calcium binding-proteins (CaBP [calbindin] and PV [parvalbumin])
form two distinct populations with a minor overlap confined
to stratum oriens of the CA1 subfield, and (2) CaBP and
CCK[cholecystokinin]-containing cells in the dentate gyrus and in the
CA1 subfield also represent largely nonoverlapping populations,
whereas in stratum radiatum of CA3 a small proportion
of the neurons contained both antigens.""",p 374 right,"""Neighbouring sections from both hemispheres were immunostained,
either for CaBP and PV or for CaBP and
CCK, with the peroxidase antiperoxidase method. Following
blocking in 20% normal goat serum (NGS, for 45 min)
the sections were incubated for 2 days in the primary
antisera; CaBP (1:1,000 code: R8701), PV (1:1,000 code:
R301, Baimbridge et al., '82, Buchan and Baimbridge, '88)
or CCK (1:10,000, Gulyas et al., '90), followed by incubation
in goat-antirabbit IgG (150 ICN, 6 hours) and with rabbit
peroxidase antiperoxidase complex (1: 100 DAKOPATTS,
overnight).""",p 372 left mid,"""For the experiments, 6 rats (Wistar, male, 250 g) were
perfused under Equitesin anaesthesia (chlornembutal 0.3
m1/100 g), first with physiological saline (1 min) and then
with a fixative for 30 minutes.""",,,"Gulyas AI, Toth K, Danos P, and Freund TF","Subpopulations of GABAergic neurons containing parvalbumin, calbindin D28k, and cholecystokinin in the rat hippocampus",J Comparative Neurol,1991,1721075,,,
,160884,CB,DG gc,"""Fig. 3. Immunostaining of neighbouring hippocampal sections for
CaBP [calbindin] (A,C) and for CCK [cholecystokinin] (B,D). A. CaBP-immunoreactive cell is shown
in stratum radiatum of the CA3 region (large arrow). Note the
CaBP-immunoreactive mossy fibres in stratum lucidum. The lack of
immunoreactivity for CCK can be seen in the same cell in C.""",p 377,"""Neighbouring sections from both hemispheres were immunostained,
either for CaBP and PV or for CaBP and
CCK, with the peroxidase antiperoxidase method. Following
blocking in 20% normal goat serum (NGS, for 45 min)
the sections were incubated for 2 days in the primary
antisera; CaBP (1:1,000 code: R8701), PV (1:1,000 code:
R301, Baimbridge et al., '82, Buchan and Baimbridge, '88)
or CCK (1:10,000, Gulyas et al., '90), followed by incubation
in goat-antirabbit IgG (150 ICN, 6 hours) and with rabbit
peroxidase antiperoxidase complex (1: 100 DAKOPATTS,
overnight).""",p 372 left mid,"""For the experiments, 6 rats (Wistar, male, 250 g) were
perfused under Equitesin anaesthesia (chlornembutal 0.3
m1/100 g), first with physiological saline (1 min) and then
with a fixative for 30 minutes.""",,,"Gulyas AI, Toth K, Danos P, and Freund TF","Subpopulations of GABAergic neurons containing parvalbumin, calbindin D28k, and cholecystokinin in the rat hippocampus",J Comparative Neurol,1991,1721075,,,
,,,,,,,,,,,,,,,,,,
,160886,CB,DG GC; CA1 pyr; CA3 pyr,"""A marked differential distribution of CaBP[calbindin]-like
immunoreactivity was observed in the hippocampal
formation between the dentate gyrus, CA3 and CA1
regions (Fig. 3A). In the dentate region the molecular
layer of the upper and lower blade and the
gl anule cell layer both showed relatively dense staining
with clear evidence of its localization within cell
bodies. A plexus of immunoreactive fibers, arising in
granule cells, could be seen to converge in the hilar
zone and course through this area to run parallel
with the CA3 pyramidal cell layer in the stratum radiatum. The distribution of these fibers correspond precisely with the projection of the mossy
fiber system. No immunoreactive cells were located
in the CA3 pyramidal cell layer (Fig. 3B) nor was
there any labeling of the efferent fibers of these cells
coursing in the fimbria and/or the Schaffer collateral
system. A few intensely stained cells with widely
dispersed processes were located in the radiatum/lacunosum
region of CA3. In the CA1 region, pyramidal
cells and their apical dendrites were moderately
stained for CaBP (Fig. 3C). Although these cells
were located throughout the septo-temporal axis
there appeared to be a slightly greater number of the
more temporal aspect of the CA1 region. In the
stratum radiatum/lacunosum of CAI a thin but
distinct bundle of fibers could be seen coursing
parallel to the pyramidal cell layer. In addition a few
scattered but intensely staining cells were detected in the stratum lacunosum.""",p 225 left,"""Two antibodies were used in these experiments.
The first (S76-4) was raised in a sheep against
purified chick duodenal CaBP and cross-reacts with
CaBP from numerous other tissues in this species,
including the brain. The second was raised in a
rabbit (R78-2) against purified human cerebellar
CaBP and detects CaBP in the brain, kidney, pituitary
and a number of other tissues with the exception
of the gut.""",p 223 right bot,"""Routinely 250-300 g male Wistar rats were anesthetized
with urethane and perfused via the left
ventricle with 50 ml saline followed by 250 ml
buffered or unbuffered formalin. Brains were then
removed and stored in unbuffered 10% formalin
which was changed daily for 5-7 days.""",p 224 left mid,,Baimbridge KG and Miller JJ,"Immunohistochemical localization of calcium-binding protein in the cerebellum, hippocampal formation and olfactory bulb of the rat",Brain Res,1982,6751467,,,
,160888,CB,DG GC; CA1 pyr; CA3 pyr,"""In the
cerebellum only Purkinje cells are stained, in the
hippocampus only dentate granule cells and CA1
pyramidal neurons and in the olfactory bulb only
periglomerular cells contain CaBP [calbindin].""",p 228 left,"""Two antibodies were used in these experiments.
The first (S76-4) was raised in a sheep against
purified chick duodenal CaBP and cross-reacts with
CaBP from numerous other tissues in this species,
including the brain. The second was raised in a
rabbit (R78-2) against purified human cerebellar
CaBP and detects CaBP in the brain, kidney, pituitary
and a number of other tissues with the exception
of the gut.""",p 223 right bot,"""Routinely 250-300 g male Wistar rats were anesthetized
with urethane and perfused via the left
ventricle with 50 ml saline followed by 250 ml
buffered or unbuffered formalin. Brains were then
removed and stored in unbuffered 10% formalin
which was changed daily for 5-7 days.""",p 224 left mid,,Baimbridge KG and Miller JJ,"Immunohistochemical localization of calcium-binding protein in the cerebellum, hippocampal formation and olfactory bulb of the rat",Brain Res,1982,6751467,,,
,160890,PV,"DG,  CA1, CA2-3 basket ","""In the principal cell layers some
parvalbumin-IR neurons showed the typical features of pyramidal basket cells. Parvalbumin-positive puncta, largely representing the axons of local neurons, surround the cell bodies and proximal dendrites of all pyramidal and granule cells.""",p 32 left top,"""Adjacent sections were incubated for different antigens, first in 20% normal goat (sections for calretinin, calbindin 
D28k and parvalbumin) or normal rabbit serum (sections 
for GABA) for 45 min, and then in rabbit anti-calretinin (49)
(1:2000), rabbit anti-calbindin D28k (1:1000), rabbit anti-parvalbumin (1:1000) (3,6) or mouse anti-GABA (47) (1:50) for two days.""",p 30 left mid,"""Fifteen adult Wistar rats (LATI, Hungary; male, 250 g)  were used for the co-localization study.""",p 30 left top,,"Miettinen R, Gulyas AI, Baimbridge KG, Jacobowitz DM, and Freund TF",Calretinin is present in non-pyramidal cells of the rat hippocampus--II. Co-existence with other calcium binding proteins and GABA,Neurosci,1992,1584423,,,
,160892,CB,"DG GC, CA1 pyr","""Calbindin D28k immunoreactivity was present in
the superficial pyramidal cells of the CA1 area, and in the dentate granule cells and their axons.""",p 32 left top,"""Adjacent sections were incubated for different antigens, first in 20% normal goat (sections for calretinin, calbindin 
D28k and parvalbumin) or normal rabbit serum (sections 
for GABA) for 45 min, and then in rabbit anti-calretinin (49)
(1:2000), rabbit anti-calbindin D28k (1:1000), rabbit anti-parvalbumin (1:1000) (3,6) or mouse anti-GABA (47) (1:50) for two days.""",p 30 left mid,"""Fifteen adult Wistar rats (LATI, Hungary; male, 250 g)  were used for the co-localization study.""",p 30 left top,,"Miettinen R, Gulyas AI, Baimbridge KG, Jacobowitz DM, and Freund TF",Calretinin is present in non-pyramidal cells of the rat hippocampus--II. Co-existence with other calcium binding proteins and GABA,Neurosci,1992,1584423,,,
,160894,CR,DG mossy,"""Most of the GABA-negative, calretinin-positive cells were found in the hilus of the dentate gyrus (Fig. IA-D) or in stratum lucidum of the CA3 area (Fig. 2A, B), but occasionally, GABA-negative cells occurred also in the CA1 subfield.""",p 33 left top,"""Adjacent sections were incubated for different antigens, first in 20% normal goat (sections for calretinin, calbindin 
D28k and parvalbumin) or normal rabbit serum (sections 
for GABA) for 45 min, and then in rabbit anti-calretinin (49)
(1:2000), rabbit anti-calbindin D28k (1:1000), rabbit anti-parvalbumin (1:1000) (3,6) or mouse anti-GABA (47) (1:50) for two days.""",p 30 left mid,"""Fifteen adult Wistar rats (LATI, Hungary; male, 250 g)  were used for the co-localization study.""",p 30 left top,,"Miettinen R, Gulyas AI, Baimbridge KG, Jacobowitz DM, and Freund TF",Calretinin is present in non-pyramidal cells of the rat hippocampus--II. Co-existence with other calcium binding proteins and GABA,Neurosci,1992,1584423,,,
,160896,"PV, CR","DG,  CA1, CA2-3 ","""The analysis showed that none of the 372 calretinin-IR neurons, encountered in 12 sections, was immunoreactive for parvalbumin in any regions or layers of the hippocampus and dentate gyrus (Table 3, Fig. 4).  Similarly, no parvalbumin-IR cells (681 examined) contained calretinin.""",p 33 right top,"""Adjacent sections were incubated for different antigens, first in 20% normal goat (sections for calretinin, calbindin 
D28k and parvalbumin) or normal rabbit serum (sections 
for GABA) for 45 min, and then in rabbit anti-calretinin (49)
(1:2000), rabbit anti-calbindin D28k (1:1000), rabbit anti-parvalbumin (1:1000) (3,6) or mouse anti-GABA (47) (1:50) for two days.""",p 30 left mid,"""Fifteen adult Wistar rats (LATI, Hungary; male, 250 g)  were used for the co-localization study.""",p 30 left top,,"Miettinen R, Gulyas AI, Baimbridge KG, Jacobowitz DM, and Freund TF",Calretinin is present in non-pyramidal cells of the rat hippocampus--II. Co-existence with other calcium binding proteins and GABA,Neurosci,1992,1584423,,,
,160898,CR,CA3 spiny CR,"""Cells in the first group [of calretinin-immunoreactive cells] were confined to stratum lucidum and had spiny dendrites (Fig. 2C, D). Their dendritic arbor was the major source of the dense network
in stratum lucidum (Fig. 2A, B).""",p 5 left mid,"""The sections were incubated first in 20% normal goat serum (NGS; 45 min), then in rabbit anti-calretinin antiserum (84) (1:2000, two days).",p 2 right top,"""Nine rats (Wistar, LATI, Hungary, male, 250 g) were perfused under Equithesine anaesthesia (chlornembutal 0.3 ml/100 g), first with physiological saline (1 min) and then with 300 ml of fixative.""",p 2 left bot,,"Gulyas AI, Miettinen R, Jacobowitz DM, and Freund TF",Calretinin is present in non-pyramidal cells of the rat hippocampus--I.  A new type of neuron specifically associated with the mossy fibre system,Neurosci,1992,1584417,,,
