Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,,,
"Gulyε_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig1.pdf,figure,611182,,,,
"Gulyε_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig2.pdf,figure,611183,,,,
"Hε_jos N, Pε_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2023,Hajos-Freund-2004-9127-JNeurosci-Fig5B.pdf,figure,"612467, 612468, 612469",1,,,
"Tεάth K, Freund TF",Calbindin D28k-containing nonpyramidal cells in the rat hippocampus: their immunoreactivity for GABA and projection to the medial septum.,Neuroscience,1992,1279455,2023,Toth-Freund-1992-793-Neuroscience-Fig2D.pdf,figure,611454,,,,
"Tεάth K, Freund TF",Calbindin D28k-containing nonpyramidal cells in the rat hippocampus: their immunoreactivity for GABA and projection to the medial septum.,Neuroscience,1992,1279455,2023,Toth-Freund-1992-793-Neuroscience-Fig3B.pdf,figure,611455,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Fig2A.pdf,figure,611832,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Tab4.pdf,table,611908,,,,
"Gulyε_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2028,Gulyas-Freund-1993-1729-EuroJNeuro-Fig2.pdf,figure,611193,1,,,
"Gulyε_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig8B.pdf,figure,611197,,,,
"Gulyε_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig10A.pdf,figure,611198,,,,
"Gulyε_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig17.pdf,figure,611200,,,,
Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,2035,Vida--2010-27-HippocampalMicrocircuits-Fig7.pdf,figure,91004,,,,
"Vida I, Frotscher M",A hippocampal interneuron associated with the mossy fiber system,PNAS,2000,10655521,2035,Vida-Frotscher-2000-1275-PNAS-Fig1A.pdf,figure,611474,1,,,
"Losonczy A, Birεά AA, Nusser Z",Persistently active cannabinoid receptors mute a subpopulation of hippocampal interneurons,Proceedings of the National Academy of Sciences USA,2004,14734812,2036,Losonczy-Nusser-2004-1362-PNAS-Fig3.pdf,figure,612441,,,,
"Szabadics J, Soltesz I",Functional specificity of mossy fiber innervation of GABAergic cells in the hippocampus,The Journal of Neuroscience,2009,19339618,2036,Szabadics-Soltesz-2009-4239-JNeurosci-Fig. 6,figure,611804,1,,,
"Szabadics J, Varga C, Brunner J, Chen K, Soltesz I",Granule cells in the CA3 area,The Journal of Neuroscience,2010,20554881,2036,Szabadics-Soltesz-2010-8296-JNeurosci-Comparions-Fig7C.pdf,figure,4136,,,,
"Hε_jos N, Acsε_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,2042,Hajos-Freund-1996-1415-EurJNeurosci-Fig3.pdf,figure,612420,1,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2043,Freund-Buzsaki-1996-347-Hippocampus-Fig2B.pdf,figure,611832,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2043,Freund-Buzsaki-1996-347-Hippocampus-Fig4D.pdf,figure,611848,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2043,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Gulyε_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2043,Gulyas-Freund-1993-1729-EuroJNeuro-Fig4.pdf,figure,611196,1,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2045,Freund-Buzsaki-1996-347-Hippocampus-Fig12A.pdf,figure,611874,1,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2045,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Miles R, Tεάth K, Gulyε_s AI, Hε_jos N, Freund TF",Differences between somatic and dendritic inhibition in the hippocampus Neuron ,Neuron,1996,8607999,2045,Miles-Freund-1996-815-Neuron-Fig2B.pdf,figure,612325,,,,
"Szabadics J, Soltesz I",Functional specificity of mossy fiber innervation of GABAergic cells in the hippocampus,The Journal of Neuroscience,2009,19339618,2046,Szabadics-Soltesz-2009-4239-JNeurosci-Fig. 4A,figure,611796,,,,
"Szabadics J, Varga C, Brunner J, Chen K, Soltesz I",Granule cells in the CA3 area,The Journal of Neuroscience,2010,20554881,2046,Szabadics-Soltesz-2010-8296-JNeurosci-Comparions-Fig4C.pdf,figure,4121,,,,
"Szabadics J, Varga C, Brunner J, Chen K, Soltesz I",Granule cells in the CA3 area,The Journal of Neuroscience,2010,20554881,2046,Szabadics-Soltesz-2010-8296-JNeurosci-Comparions-Fig7A.pdf,figure,4136,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,3000,Amaral-Lavenex_-2007-37-THB-Fig25.pdf,figure,611716,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3000,Mercer-Thomson-2007-7329-JNeurosc-Fig2AB.pdf,figure,80305,1,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig2B.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig2D.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig2H.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig2J.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-2L.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-2M.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-2N.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-2O.pdf,figure,612403,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig4.pdf,figure,612406,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig6A1.pdf,figure,612407,,,,
"Tamamaki N, Abe K, Nojyo Y",Three-dimensional analysis of the whole axonal arbors originating from single CA2 pyramidal neurons in the rat hippocampus with the aid of a computer graphic technique,Brain Research,1988,3401733,3000,Tamamaki-Nojyo-1988-255-BrainRes-Fig6A2.pdf,figure,612407,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3003,Mercer-Thomson-2007-7329-JNeurosc-Fig4BC.pdf,figure,80315,1,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3006,Mercer-Thomson-2012-43-Hippocampus-Fig1A1.pdf,figure,612558,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3006,Mercer-Thomson-2012-43-Hippocampus-Fig4A1.pdf,figure,612559,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3006,Mercer-Thomson-2007-7329-JNeurosc-Fig3B.pdf,figure,80310,1,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3007,Mercer-Thomson-2012-43-Hippocampus-Fig1B1.pdf,figure,612558,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3007,Mercer-Thomson-2012-43-Hippocampus-Fig5A1.pdf,figure,612560,1,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3007,Mercer-Thomson-2007-7329-JNeurosc-Fig3C.pdf,figure,80310,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,4000,Amaral-Lavenex_-2007-37-THB-Fig26.pdf,figure,611720,1,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,4000,Amaral-Lavenex_-2007-37-THB-Fig28.pdf,figure,"611722, 611724, 611726, 611728, 611730, 611732, 611734",,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4000,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4000,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3A.pdf,figure,612493,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4000,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4000,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,Supplemental Figure 1,4000,Klausberger-Somogyi-2008-53-Science-FigS1.pdf,figure,611262,,,,
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99Μΰ__104.",2001,11345131,4000,Naber-Witter-2001-99-Hippocampus-Fig2C.pdf,figure,612564,,,,
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99Μΰ__104.",2001,11345131,4000,Naber-Witter-2001-99-Hippocampus-Fig3.pdf,figure,612565,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4000,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Fig2.pdf,figure,4030,,,,
"Tamamaki N, Abe K, Nojyo Y",Columnar organization in the subiculum formed by axon branches originating from single CA1 pyramidal neurons in the rat hippocampus,Brain Research,1987,3607449,4000,Tamamaki-Nojyo-1987-156-BrainRes-Fig3.pdf,figure,612335,,,,
Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,4000,Vida--2010-27-HippocampalMicrocircuits-Fig3.pdf,figure,3615,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4003,Pawelzik-Thomson-2002-346-JCompNeurol-Fig12.pdf,figure,611346,1,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4004,Klausberger-Somogyi-2005-9782-JNeurosci-Fig3B.pdf,figure,611258,1,,,
"Khazipov R, Congar P, Ben-Ari Y",Hippocampal CA1 Lacunosum-Moleculare Inter-neurons: Modulation of Monosynaptic GABAergic IPSCs by Presynaptic GABA(B) Receptors,Journal of Neurophysiology,1995,8592201,4005,Khazipov-BenAri-1995-2126-JNeurophysiol-Fig1B.pdf,figure,612382,,,,
"Kunkel DD, LaCaille J-C, Schwartzkroin PA",Ultrastructure of Stratum  Lacunosum-Moleculare Interneurons of Hippocampal CAl Region,Synapse,1988,3187908,4005,Kunkel-Schwartzkroin-1988-382-Synapse-Fig1.pdf,figure,612309,,,,
"Kunkel DD, LaCaille J-C, Schwartzkroin PA",Ultrastructure of Stratum  Lacunosum-Moleculare Interneurons of Hippocampal CAl Region,Synapse,1988,3187908,4005,Kunkel-Schwartzkroin-1988-382-Synapse-Fig2.pdf,figure,612309,,,,
"Kunkel DD, LaCaille J-C, Schwartzkroin PA",Ultrastructure of Stratum  Lacunosum-Moleculare Interneurons of Hippocampal CAl Region,Synapse,1988,3187908,4005,Kunkel-Schwartzkroin-1988-382-Synapse-Fig4.pdf,figure,612310,,,,
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1400-JNeurosci-Fig3A.pdf,figure,612389,,,,
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1400-JNeurosci-Fig3B.pdf,figure,612389,,,,
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1400-JNeurosci-Fig3C.pdf,figure,612389,,,,
"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH",Unitary IPSPs evoked by interneurons at the stratum radiatum -- stratum lacunosum-moleculare border in the CA1 area of the rat hippocampus in vitro,Journal of Physiology,1998,9503336,4005,Vida-Buhl-1998-755-JPhysiology-Fig6A.pdf,figure,611512,1,,,
"Williams S, Samulack DD, Beaulieu C, LaCaille J-C",Membrane Properties and Synaptic Responses of Intemeurons Located Near the Stratum Lacunosum-Moleculare/Radiatum   Border of Area CA1 in Whole-Cell  Recordings From  Rat  Hippocampal  Slices,Journal of Neurophysiology,1994,7931512,4005,Williams-Lacaille-1994-2217-JNeurophysio-Fig1.pdf,figure,612315,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4006,Cossart-BenAri-1998-470-NatureNeuroSci-Tab1.pdf,table,611119,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4006,Cossart-BenAri-1998-470-NatureNeuroSci-Fig6A.pdf,figure,611120,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4006,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4006,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4006,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Fig2.pdf,figure,4030,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4006,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Tab1.pdf,table,4027,,,,
"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH",Unitary IPSPs evoked by interneurons at the stratum radiatum -- stratum lacunosum-moleculare border in the CA1 area of the rat hippocampus in vitro,Journal of Physiology,1998,9503336,4006,Vida-Buhl-1998-755-JPhysiology-Fig5A.pdf,figure,611510,1,,,
"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII Nuclear Receptor in Restricted GABAergic Neuronal Populations in the Adult Rat Hippocampus,The Journal of Neuroscience,2010,20130170,4011,Fuentealba-Somogyi-2010-1595-JNeurosci-Fig6B.pdf,figure,612117,,,,
"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,4011,Price-Capogna-2005-JNeurosci-Fig1A.pdf,figure,732,1,,,
"Karayannis T, Elfant D, Huerta-Ocampo I, Teki S, Scott RS, Rusakov DA, Jones MV, Capogna M",Slow GABA Transient and Receptor Desensitization Shape Synaptic Responses Evoked by Hippocampal Neurogliaform Cells,Journal of Neuroscience,2010,20660272,4012,Karayannis-Capogna-2010-9898-JNeurosci-Fig1C.pdf,figure,612323,,,,
Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,4012,Klausberger--2009-947-EurJNeurosci-Fig1.pdf,figure,80250,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4012,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,4012,Price-Capogna-2005-JNeurosci-Fig1B.pdf,figure,732,1,,,
"Price CJ, Scott R, Rusakov DA, Capogna M",GABA B Receptor Modulation of Feedforward Inhibition through Hippocampal Neurogliaform Cells,Journal of Neuroscience,2008,18596171,4012,Price-Capogna-2008-6974-JNeurosci-Fig1A.pdf,figure,612319,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4012,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Fig2.pdf,figure,4030,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4012,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Tab1.pdf,table,4027,,,,
"Daw MI, Ticoire L, Erdelyi F, Szabo G, and McBain CJ",Asynchronous transmitter release from cholecystokinin-containing inhibitory interneurons is widespread and target-cell independent,J Neurosci.,2009,19741117,4013,Daw-McBain-2009-11112-JNeurosci-Fig1B.pdf,figure,612096,1,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4013,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4013,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4015,Cossart-BenAri-1998-470-NatureNeuroSci-Fig6D.pdf,figure,611120,,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4015,Klausberger-Somogyi-2005-9782-JNeurosci-Fig2.pdf,figure,611257,,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4015,Klausberger-Somogyi-2005-9782-JNeurosci-Tab2.pdf,table,611259,,,,
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1B.pdf,figure,611644,1,,,
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1C.pdf,figure,611644,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4015,Pawelzik-Thomson-2002-346-JCompNeurol-Fig9.pdf,figure,612272,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4015,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Tab1.pdf,table,4027,,,,
"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH",Unitary IPSPs evoked by interneurons at the stratum radiatum -- stratum lacunosum-moleculare border in the CA1 area of the rat hippocampus in vitro,Journal of Physiology,1998,9503336,4015,Vida-Buhl-1998-755-JPhysiology-Fig. 3A,figure,611508,,,,
"Acsε_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4020,Acsady-Freund-1996-299-Neurosc-Fig2.pdf,figure,612040,,,,
"Acsε_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4020,Acsady-Freund-1996-299-Neurosc-Fig3.pdf,figure,612041,,,,
"Acsε_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4020,Acsady-Freund-1996-317-Neurosci-Fig1A-B.pdf,figure,611012,,,,
"Acsε_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4020,Acsady-Freund-1996-317-Neurosci-Fig9A.pdf,figure,611015,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4020,Klausberger-Somogyi-2008-53-Science-Fig1.pdf,figure,630,,,,
Somogyi P,Chapter: Hippocampus: Intrinsic organisation,Handbook of Brain Microcircuits,2010,978-0195389883,4020,Somogyi--2010-148-HandbookOfBrainMicrocircuits-Fig2.pdf,figure,4030,,,,
"Acsε_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4021,Acsady-Freund-1996-299-Neurosc-Fig2.pdf,figure,612040,,,,
"Acsε_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4021,Acsady-Freund-1996-299-Neurosc-Fig3.pdf,figure,612041,,,,
"Acsε_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4021,Acsady-Freund-1996-317-Neurosci-Fig2.pdf,figure,611013,1,,,
"Acsε_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4021,Acsady-Freund-1996-317-Neurosci-Fig9B.pdf,figure,611015,,,,
