Electrophysiological properties,,,,,,,,,,,,,PMID{Table_or_Figure#;Vrest ą SD (n)},PMID{Table_or_Figure#;Rin ą SD (n)},PMID{Table_or_Figure#;taum ą SD (n)},PMID{Table_or_Figure#;Vthresh ą SD (n)},PMID{Table_or_Figure#;FastAHP ą SD (n)},PMID{Table_or_Figure#;APampl ą SD (n)},PMID{Table_or_Figure#;APwidth ą SD (n)},PMID{Table_or_Figure#;MAxFR ą SD @Istimul (n)},PMID{Table_or_Figure#;SlowAHP ą SD @Istimul@time(n)},PMID{Table_or_Figure#;Sag_ratio ą SD @Istimul (n)},,PMID{Table_or_Figure#},PMID{Table_or_Figure#;Fr_adapt_ratio ą SD (n)@Istimul},PMID{Table_or_Figure#},,,,,"(0)-single pattern, (1)-neuron with 2 or more patterns, (2) - 2 or more subclasses, (3) -mixed evidences that could indicate  (1) or (2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morphology of axons and dendrites ,,,,,,,,,,
CA2,Basket-wide (-)2232p,3-007*,2,1,2,F,,1,2,L,basket broad,1,"17611285 {Table 2, CA2 basket cells with wide arbor; -74.9 ą 5.6 (10)}","17611285 {Table 2, CA2 basket cells with wide arbor; 111.8 ą 36.7 (10)}","17611285 {Table 2, CA2 basket cells with wide arbor; 12.6 ą 4.2(10)}","17611285 {Fig 5C, CA2 basket cells with wide arbor; [26, 34] }","17611285 {Table 2, CA2 basket cells with wide arbor; 19.5 ą 9(10)}","17611285 {Table 2, CA2 basket cells with wide arbor; 65.5 ą 7.1 (10)}","17611285 {Table 2, CA2 basket cells with wide arbor; 0.6 ą 0.1 (10)}",$ (not found),"17611285 {Fig 5C (inset), CA2 basket cells with wide arbor; 7@600@417}","17611285 {Fig.5C, CA2 basket cells with wide arbor; 0.67}",X_@,17611285,17611285,17611285_@,"PMID#17611285-Mercer et al., 2007 - main source","Fig. 5C, Voltage responses of a CA2 basket cell that had broad and horizontally oriented dendrites",,,0,X_@,,,,,,,,,,,,,,,,17611285 (Fig.5C) {i},,,,,,,,,,,,,,,,,,,,basket broad,,17611285,"17102, 17104, 17105, 17106, 17107   ","""Figure3. Dendritic and axonal arbors of basket cells recorded and filled in the CA1 and CA2 regions. ... Ca, A CA2 basket cell was reconstructed using a drawing tube (1000x). The dendritic tree of this basket cell (in black) extended radially through all layers of the CA2 region and horizontally in SO and SP of the CA2 and CA3 regions. One horizontal dendrite also reached the CA1 region. The axon (in red) extended to the CA3 and CA1 regions.""","p7332, Figure 3Ca",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 2, p.7335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA2,Basket (-)2232,3-006*,2,1,2,F,,1,2,L,basket narrow,1,"17611285 {Table 2, CA2 basket cells withnarrow arbor; -71.2 ą 4 (6)}","17611285 {Table 2, CA2 basket cells withnarrow arbor; 77 ą 19.3 (6)}","17611285 {Table 2, CA2 basket cells withnarrow arbor; 8.2 ą 3.2 (6)}","17611285 {Fig.5B, CA2 basket cells withnarrow arbor; [17, 27]}","17611285 {Table 2, CA2 basket cells with narrow arbor;22 ą 5.1(6)}","17611285 {Table 2, CA2 basket cells with narrow arbor;62.7 ą9(6)}","17611285 {Table 2, CA2 basket cells with narrow arbor;0.5 ą 0.1(6)}",$ (not found),"17611285 {Fig.5B (inset), CA2 basket cells with narrow arbor; 1@600@430}","17611285 {Fig.5C, CA2 basket cells with narrow arbor;0.99}",X_@,17611285,17611285,17611285_@,"PMID#17611285-Mercer et al., 2007 - main source",Fig. 5B Voltage responses of a CA2 basket cell that had a narrow dendritic arbor. ,,,1,X_@,17611285 (Fig.5B) {i} ,,,17611285 (Fig.5B) {i} ?,17611285 (Fig.5B) {i} ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basket narrow,,17611285,"17102, 17103, 17104","""Figure3. Dendritic and axonal arbors of basket cells recorded and filled in the CA1 and CA2 regions. ... Ba, Reconstruction using a drawing tube (1000x) of a CA2 basket cell that was confined to the CA2 region. The dendrites are in black, and the axon is in red.""","p7332, Figure 3Ba",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 2, p.7335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bistratified broad (removed),,,,,,,,,,,,,,,,"PMID#17611285-Mercer et al., 2007 - main source",Fig 6 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bistratified broad,,17611285,"17108, 17109",Fig. 4 Ca,"p7333, left middle",,,,,
,,,,,,,,,,,,1,17611285,17611285,17611285,,17611285,17611285,17611285,,,,,17611285,17611285,,,"Table 2, p.7335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA2,Bistratified (-)0313p,3-003*,2,1,2,F,,1,2,L,bistratified narrow,1,"17611285 {Table 2, CA2 bistratified cells with narrow arbor; -72.7 ą 1.1 (3)}","17611285 {Table 2, CA2 bistratified cells with narrow arbor;83.3 ą 16.7 (3)}","17611285 {Table 2, CA2 bistratified cells with narrow arbor;13.7 ą 10 (3)}","17611285 {Fig. 6B, CA2 bistratified cells with narrow arbor;  [42, 56] }","17611285 {Table 2, CA2 bistratified cells with narrow arbor;14.4 ą 11.8(3)}","17611285 {Table 2, CA2 bistratified cells with narrow arbor;65.2 ą 7.8(3)}","17611285 {Table 2, CA2 bistratified cells with narrow arbor;0.4 ą 0.1(3)}",$ (not found),"17611285 {Fig. 6B, CA2 bistratified cells with narrow arbor;  3@400@422 }","17611285 {Fig.5C, CA2 bistratified cells with narrow arbor;0.99}",X_@,17611285,17611285,17611285_@,,Fig. 6 B,,,0,X_@,,,,,,,,,,,,,,,,17611285 (Fig.6B) {i},,,,,,,,,,,,,,,,,,,,bistratified narrow,,17611285,"17108, 17109",Fig. 4 Ba,"p7333, left middle",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"PMID#17611285-Mercer et al., 2007 - main source","Table 2, p.7335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,class,Unique ID,,Print cc ,M,,subclass,Print ,M,Literature Search,neuronal class,,Vrest,Rin,tau,,Fast AHP,AP amplitude,AP width,Max Firing Rate,Slow AHP,,,I/O characteristics,Frequency adaptation,I/V characteristic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Area,neuronal class,,PMID #/ISBN ,Reference ID,Citation,Location in reference,Notes,,,,
CA1,Pyramidal (+)2223p,4-000*,6,1,2,F,,1,2,L,pyramidal,5,11067982,11067982,,,,11067982,11067982,,,,X_@,11067982,,11067982_@,PMID#11067982 - Staff et al. 2000 - main source ,"Tables 1, 2 (p.2404), Fig.5, 6 (p.2403)", links with mophology are not clear,,2,X_@,,,,11067982 (Fig.5D) {i},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA1,pyramidal,,978-0-19-510027-3,,Fig.5-3,"p. 144, left top",The Hippocampus Book,,,,
,,,,,,F,,,,,,,20421280,20421280,20421280,"20421280 { Fig.1B, PC  ;  27}","20421280 { Fig.1B, PC  ;6.8}","20421280 { Fig.1B, PC  ;  90}",,,20421280 {Fig.1B;1.7@200@ X },20421280 { Fig.2A; 0.74@-200},X_@,20421280,20421280_@,20421280_@,"Zemankovics -Hjos , J Physiol. 2010 ,588(Pt 12):2109-32",,,,,X_@,,,,,,,,20421280 (Fig.1B) ({i} or {r}) ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,F,,,,,,,"19675296 {Table 1, rat; -64.6 ą 0.8(20)}","19675296 {Table 1, rat; 65.6 ą 4.4(20)}","19675296 {Table 1, rat; 22.4 ą 1.5(20)}","19675296 {Fig.5B, rat; -48 }",,,,21389243_@,"21697442 {Fig.1; [3.5,4]}",,X_@,19675296,,,,"21389243: (Fernandez FR, Broicher T, Truong A, White JA.J Neurosci. 2011 Mar 9;31(10):3880-93.)","21697442:(Moore SJ, Throesch BT, Murphy GG.J Neurophysiol. 2011 Sep;106(3):1570-80.)",,,X_@,,,,,,,10864941 (Fig.2A) ?,10864941 (Fig.2A) ?,,,,,,,,,,,,,,,,,,,,,,,,10864941 (Fig.2A) ? -CA1 PC not linked to HC,,,,,,,,,,,,,,
,,,,,,F,,,,,,,"19675296 {Table 1,mouse C57BL/6; -67.5 ą 0.6(16)}","19675296 {Table 1,mouse C57BL/6; 65.4 ą 1.7(16)}","19675296 {Table 1,mouse C57BL/6; 22.2 ą 0.9(16)}","19675296 {Fig.5B,mouse C57BL/6; -48.5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,F,,,,,,,"19675296 {Table 1, mouse 129/SvEv; -62.8 ą 0.6(14)}","19675296 {Table 1, mouse 129/SvEv; 93.1 ą 6.7(14)}","19675296 {Table 1, mouse 129/SvEv;26.1 ą 1.6(14)}","19675296 {Fig.5B, mouse 129/SvEv; -50}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,F,,,,,,,20510860 {Table 1; -71.9 ą 1.2},20510860 {Table 1;107 ą 10.7},$ (not found) (Cm=170.1 ą11.4(pF)),,,20510860 {Table 1;95.3 ą 1.8},20510860 {Table 1; 0.99 ą 0.03},,,20510860 {Table 1; 0.78@-280},X_@,20510860,20510860_@,,"MOUSE -----Chevaleyre and Siegelbaum, 2010 ",20510860.3 (Table 1),,,,X_@,,,,,,,,,,,,,,,,,,,,20510860 (Fig.1A) ?,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Radiatum giant (+)2201,4-054,2,1,2,F,pyramidal-like principal',1,1,L,,,,17185334_@,$ (not found),X_@,17185334_@ (ADP),17185334_@,,$ (not found),,,X_@,17185334,17185334_@,17185334_@,"Bullis JB, Jones TD, Poolos NP.J Physiol. 2007 , 579(Pt 2):431-443. ",Fig.5 a (p.139),,,1,X_@,,,,,,,,,,,,,,,"17185334 (Fig.5A,B) {r}, {i}",,,,,,,,,,,,,,,,,,,,,,PLP,17185334,"60017006, 6001706, 6001709,  6001712","""Figure 1. PLP neuron morphology is similar to that of pyramidal neurons A, a pyramidal-shaped soma and prominent apical dendrites are common to both CA1 hippocampal pyramidal and PLP neurons, as seen in IR-DIC microscopy. B and C, composite projection images of biocytin-Ţlled CA1 pyramidal and PLP neurons stained with streptavidin/Alexa-488 showed similar branching of apical, oblique, and basal dendrites. The axon was visible projecting to the alveus (arrowhead). D, typical PLP location was exempliŢed with a biocytin-Ţlled PLP neuron (same neuron as C) resolved with horseradish peroxidase. The PLP soma was within the proximal stratum radiatum (SR), while the apical dendrite extended to the stratum lacunosum-moleculare (SLM). E and F, PLP neurons showed typical pyramidal morphology and axons extending to the alveus (arrowheads). In E, the axon was also observed to bifurcate in the stratum oriens. G, magniŢcation of the secondary dendrites of the PLP neuron from F revealed numerous spines (arrowheads).""","Fig.1, p434","Bullis JB, Jones TD, Poolos NP.J Physiol. 2007 , 579(Pt 2):431-443. ",,,,
CA1,,,,,,F,radiatum giant ,1,2,L,radiatum giant cells (RGCs),,"10864941 {Table1, RGCs; -63_ ą_1(7SE)}","10864941 {Table1, RGCs;86_ ą_11(7SE)}","10864941 {Table1, RGCs;50_ ą_3(7SE)}","10864941 {Table1, RGCs;32_}",10864941 {Fig.2Ba; 15.4},"10864941 {Table1, RGCs;107}","10864941 {Table1, RGCs;1.9_ ą_0.09(7SE)}",$ (not found),10864941 {Fig.2Bb; 8.3@500@1581},$ (not found),X_@,10864941,10864941_@,10864941_@,"Kirson ED, Yaari Y.J Neurosci. 2000 Jul 1;20(13):4844-54","Tabl. 1.,",,,,X_@,,,,,,,10864941 (Fig.2B) ?,10864941 (Fig.2B) ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giant,,9875359,,,,"Gulys AI, Tth K, McBain CJ, Freund TF.Eur J Neurosci. 1998 Dec;10(12):3813-22.",,,,
CA1,Quadrilaminar (-)3333,4-003,1,1,1,F,,1,1,L,quadrilaminar 3333,1,"11807843 {Table 3, p.362; [-61, -56]}",$ (not found),$ (not found),11807843 {Fig.12B; 21.1},11807843 {Fig.12B; 11.9},11807843 {Fig.12B; 57.7},$ (not found),$ (not found),11807843 {Fig.12B; 6.9},,X_@,11807843,11807843_@,$ (not found),Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,"Fig.12 B,C,D; Tabl 3",,,0,X_@,,,,,,,,,,,,,,,,"11807843 (Fig.12B,C,D) {r}",,,,,,,,,,,,,,,,,,,,quadrilaminar 3333,????,11807843,"4203, 4206, 4209","""3. Quadrilaminar interneurones. The axonal arbours of two CCK-IR {cholecystokinin-immunoreactive} interneurones whose somata were found at the SR {stratum radiatum}/SLM {stratum lacunosum-moleculare} border innervated all layers of the CA1. These cells are termed quadrilaminar interneurones (Fig. 12A). The morphology of these cells generally resembled Schaffer-associated interneurones {D:CA1:SR_SLM, A:CA1:SR_SLM}, but both axons and dendrites arborised more extensively in the SLM, SP, and SO.""","p360, right lower",Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,,,,
CA1,Perforant path proj (-)3300p,4-004,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,L-M (-)3300,4-005,5,1,2,F,neurogliaform,1,2,L,neurogliaform,3,9503336 {Table 1; -58.3 ą 2.4 (2)},9503336 {Table 1; 74.7 ą 6.0 (2)},9503336 {Table 1; 6.5 ą 0.1 (2)},X_@,9503336 {Table 1;10.8 ą 1.4(2)},9503336 {Table 1; 65.1 ą 0.4 (2)},9503336 {Table 1;0.80 ą 0.1 (2)},$ (not found),$ (not found),,X_@,9503336 {Table 1; -58.3 ą 2.4 (2)},9503336_@,,"PMID#9503336 - Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH. J Physiol. 1998 Feb 1;506 ( Pt 3):755-73.","Fig.6B, p.765","Table 1, p.759",,2,X_@,,,,,,,,,,,,,,,,9503336 (Fig.6B) {r},,,,,,,,,,,,,,,,,,,,neurogliaform,,16033887,16033887.2,"""We add considerably to our understanding of the functional features of the hippocampalNGcell, because previously Khazipov et al. (1995) and Vida et al. (1998) only reported the anatomy and recorded from three NG cells at the border between the SLM and the stratum radiatum. The NG cells studied here were anatomically different from other interneurons reported to date from the SLM, which include neurons with axons projecting through the stratum radiatum and possessing long dendrites (Lacaille and Schwartzkroin, 1988; Williams et al., 1994; Khazipov et al., 1995; Spruston et al., 1997; Bertrand and Lacaille, 2001). The firing pattern and the intrinsic electrophysiological properties of the
SLM NG cells we observed were similar to those described previously for NG cells from the neocortex (Kawaguchi, 1995; Hestrin and Armstrong, 1996; Kawaguchi and Kubota, 1997; Tamas et al.,2003).""",p.6783 right top,"PMID#16033887- Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M. J Neurosci. 2005 Jul 20;25(29):6775-86. ",,,,
,,,,,,F,,,,,,,,,,X_@,,,,$ (not found),$ (not found),,X_@,16033887,,,"PMID#16033887- Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M. J Neurosci. 2005 Jul 20;25(29):6775-86. ","Fig.3A, p.6780",main source,,,X_@,,,,,,,,,16033887 (Fig.3A2) {i},,,,,,,16033887 (Fig.3A1) {i},,,,,,,,,,,,,,,,,,,,,,16033887,16033887.1,"""Figure 3. Electrophysiological characterization and perforant path-evoked excitability ofNG cells. A, Current-clamp traces showing the results of hyperpolarizing current-clamp steps of 10, 20, and 30 pA demonstrate the low input resistance associated with NG cells, whereas a depolarizing
current step (220 pA) to just beyond threshold shows the slow ramping of membrane voltage just before action potential initiation. Large depolarizing current steps, 700 and 500 pA, respectively, elicit weak accommodating spike trains (A1) and bursting spike trains (A2). """,p.6780 left,"PMID#16033887- Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M. J Neurosci. 2005 Jul 20;25(29):6775-86. ",,,,
,,,,,,P,,,,,,,18184315,18184315,18184315,X_@,18184315,18184315,18184315,$ (not found),$ (not found),,X_@,18184315,,,"Elfant D, Pl BZ, Emptage N, Capogna M. Eur J Neurosci. 2008 Jan;27(1):104-13. ","Fig.3B, p.108",,,,X_@,,,,18184315 (Fig.3B) ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference to 16033887 ,18184315.1,"""During theta oscillatory neuronal activity, O-LM cells fire maximally
at the trough of a theta cycle (Klausberger et al., 2003). Conversely,
interneurons of the SLM, such as neurogliaform cells (Vida
et al., 1998; Price et al., 2005), fire preferentially around the peak of
the theta cycle (Fuentealba et al., 2006).""","p.104, right  bottom","PMID#18184315- Elfant D, Pl BZ, Emptage N, Capogna M. Eur J Neurosci. 2008 Jan;27(1):104-13. ",,,,
,,,,,,P,lacunosum moleculare (LM),1,1,L,lacunosum moleculare (LM),2,7931512,7931512,7931512,X_@,,7931512,,$ (not found),$ (not found),,X_@,7931512,,7931512_@,"Williams S, Samulack DD, Beaulieu C, LaCaille JC.J Neurophysiol. 1994 Jun;71(6):2217-35.","Fig.1,2,3,4,5, Table 1.",,,,X_@,7931512 (Fig.5) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lacunosum moleculare (LM),,19496174,462,"An influential morphological study of L-M interneurons in CA1 was performed by intracellular Lucifer Yellow injection with sharp electrodes (Lacaille and Schwartzkroin, 1988). ... Axons, reconstructed in five neurons, started from a primary dendrite in the stratum lacunosum-moleculare, and projected through the stratum radiatum, along the stratum pyramidale, and occasionally into the stratum oriens. In two interneurons, axon collaterals were not restricted to CA1, but crossed the hippocampal fissure into the molecular layer of the dentate gyrus. ... Similar morphological data were reported based on whole-cell biocytin injections (Williams et al., 1994), with axons branching in strata lacunosum-moleculare and radiatum, and into the dentate gyrus and CA3.","p692, left lower","Ascoli et al. , J Comp Neurol. 2009;515(6):677-95. ",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Perforant path assoc (-)3222,4-076,1,1,2,F,,1,2,L,NEW,,"21795545 {Table 3, cluster 2; -64 ą 7(23)}","21795545 {Table 3, cluster 2; 216 ą 124(23)}","21795545 {Table 3, cluster 2; 46 ą 18(23)}",X_@,"21795545 {Table 3, cluster 2, second AP; 22 ą 3(23)}","21795545 {Table 3, cluster 2, second AP; 61 ą 7(23)}","21795545 {Table 3, cluster 2, second AP; 0.77 ą 0.12  (23)}",,21795545_@,"21795545 {Table 3, cluster 2; 0.79 ą 0.09@(23)}",X_@,21795545,21795545,,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. ",CA1 perforant path-associated interneuron (Fig.7F) Cluster 2,,,0,X_@,21795545 (Fig.7F) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiatum retrohippocampal project 3200,,,,,,,,,,
CA1,Perforant path sub (-)3200p,4-006,2,1,1,q P,,1,1,L,perforant path associated,2,9503336 {Table 1; -55.4 ą 3.1 (6)},9503336 {Table 1; 84.2 ą 23.7 (6)},9503336 {Table 1; 11.9 ą 5.9 (6)},9503336 {Fig. 5B;  9.3 },9503336 {Table 1;7.0 ą 2.6(2)},9503336 {Table 1;69.4 ą 5.3 (6)},9503336 {Table 1;0.73 ą 0.1(6)},$ (not found),9503336 {Fig. 5B;   12.4@700@200},,,9503336_@,9503336_@,$ (not found),"PMID#9503336 - Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH. J Physiol. 1998 Feb 1;506 ( Pt 3):755-73. (m/e)","Fig5.B, p.764","Table 1, p.759",,3,,,,,,,,,,,,,,,,9503336 (Fig.5B) {r},,,,,,,,,,,,,,,,,,,,,perforant path associated,,19735288,591,"""Perforant path-associated cells (no. 5, Fig. 1) The cell bodies of perforant path-associated cells (Fig. 3) are often located at the stratum radiatum/lacunosum moleculare border and their dendrites can either cover all layers or remain in stratum lacunosum moleculare and adjacent stratum radiatum. The axons of this cell type are concentrated in stratum lacunosum moleculare, overlapping with the excitatory perforant path input from the entorhinal cortex, giving the cell its name (Hajos & Mody, 1997; Cossart et al., 1998; Vida et al., 1998; Pawelzik et al., 2002; Klausberger et al., 2005). Thus, the axons of both O-LM and perforant path-associated cells innervate the apical tuft of CA1 pyramidal cells.""","p950, right middle",Klausberger T.Eur J Neurosci. 2009 Sep;30(6):947-57.,,,,
,,,,,,,,,,,,,"18184315 {Fig.3 , Table, PP; -62.0}","18184315 {Fig.3 , Table, PP; 321.3}","18184315 {Fig.3 , Table, PP; 39.5}",18184315 {Fig.5B; 26},"18184315 {Fig.3 , Table, PP; 18.8}","18184315 {Fig.3 , Table, PP; 83.7}","18184315 {Fig.3 , Table, PP; 0.8}",$ (not found),18184315 {Fig.5B; 0@700@20},"18184315 {Fig.3 , Table, PP; 0.87}",18184315_@,,,,"Elfant D, Pl BZ, Emptage N, Capogna M.Eur J Neurosci. 2008 Jan;27(1):104-13.",,,,,18184315_@,18184315 (Fig.3C) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18184315 (Fig.3C) - PP cell is not linked  to HC,,,,,,,,,,,,,,
CA1,Neurogliaform proj (-)3000p,4-011,1,1,2,F,,1,2,L,neurogliaform,,"16033887 {p.6779, bottom lef; -63.1 + 5.6(33)}","16033887 {p.6779, bottom lef; 215.3 ą 92.8 (32)}","16033887 {p.6779, bottom lef; 12.43 ą 4.59 (32)}",16033887 {Fig. 3A; 32},"16033887 {p.6779, bottom lef; 20.4 ą 4.1 (34)}",16033887 {Fig. 3A; 72.3},"16033887 {p.6779, bottom lef; 0.9 ą 0.18 (26)}","16033887 {p.6779, bottom lef; 52.8 ą 31.0@X@1000(26)}",16033887 {Fig. 3A; 9@700@833},16033887 {Fig. 3A; 1@-30},X_@,16033887,16033887_@,$ (not found),"PMID#16033887- Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M. J Neurosci. 2005 Jul 20;25(29):6775-86. ","Fig.3A, p.6780",main source,,3,X_@,,20130170 (Fig.5B) ?,,,,,,,16033887 (Fig.3A2) {i},,,,,,,16033887 (Fig.3A1) {i},,,,,,,,,,,,,,,,,,,,neurogliaform,,16033887,16033887.1,"""Figure 3. Electrophysiological characterization and perforant path-evoked excitability ofNG cells. A, Current-clamp traces showing the results of hyperpolarizing current-clamp steps of 10, 20, and 30 pA demonstrate the low input resistance associated with NG cells, whereas a depolarizing
current step (220 pA) to just beyond threshold shows the slow ramping of membrane voltage just before action potential initiation. Large depolarizing current steps, 700 and 500 pA, respectively, elicit weak accommodating spike trains (A1) and bursting spike trains (A2). """,p.6780 left,"PMID#16033887- Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M. J Neurosci. 2005 Jul 20;25(29):6775-86. ",,,,
CA1,Neurogliaform (-)3000,4-012*,2,1,2,F,,1,2,L,,NEW CELL CLASS,"16033887 {p.6779, bottom lef; -63.1 + 5.6(33)}","16033887 {p.6779, bottom lef; 215.3 ą 92.8 (32)}","16033887 {p.6779, bottom lef; 12.43 ą 4.59 (32)}",16033887 {Fig. 3A; 32},"16033887 {p.6779, bottom lef; 20.4 ą 4.1 (34)}",16033887 {Fig. 3A; 72.3},"16033887 {p.6779, bottom lef; 0.9 ą 0.18 (26)}","16033887 {p.6779, bottom lef; 52.8 ą 31.0@X@1000(26)}",16033887 {Fig. 3A; 9@700@833},16033887 {Fig. 3A; 1@-30},X_@,16033887,16033887_@,16033887_@,"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M.J Neurosci. 2005 Jul 20;25(29):6775-86.",Fig.3,,,1,16033887,,,,,,,,,16033887 (Fig.3A2) {i},,,,,,,16033887 (Fig.3A1) {i},,,,,,,,,,,,,,,,,,,,,,16033887,,,,,,,,
,,,,,,,,1,2,L,,,,,,,,,,,21795545_@,,,,21795545_@,,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. (Fig. 8F,G, Table 3, Cluster 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Trilaminar (-)2333,4-013,2,1,2,F,,1,2,L,bistratified 2333,MICE,"21795545 {Table 3, cluster 1; -57 ą 5(15)}","21795545 {Table 3, cluster 1; 116 ą 63(15)}","21795545 {Table 3, cluster 1; 13 ą 8(15)}",21795545_@,"21795545 {Table 3, cluster 1, second AHP; 25 ą 4(15)}","21795545 {Table 3, cluster 1, second AP; 48 ą 8(15)}","21795545 {Table 3, cluster 1, second AP; 0.54 ą 0.11(15)}",$ (not found),$ (not found),"21795545 {Table 3, cluster 1; 0.84 ą 0.06@(15)}",21795545_@,19741117,19741117_@,$ (not found),"Daw MI, Tricoire L, Erdelyi F, Szabo G, McBain CJ.J Neurosci. 2009 Sep 9;29(36):11112-22 (Fig.1B)","Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. (Fig. 7C, Table 3, Cluster 1)",19741117,,0,X_@,,,,,,,,,,,,,,,,"19741117 (Fig.1B,C) {r}",,,,,,,,,,,,,,,,,,,,,,19741117,,,,"Daw MI, Tricoire L, Erdelyi F, Szabo G, McBain CJ.J Neurosci. 2009 Sep 9;29(36):11112-22.",,,,
,,,,,,F,,1,1,L,trilaminar 2333,MICE,,,,X_@,,19741117,,$ (not found),$ (not found),,X_@,19741117,19741117_@,$ (not found),"Daw MI, Tricoire L, Erdelyi F, Szabo G, McBain CJ.J Neurosci. 2009 Sep 9;29(36):11112-22.",Fig.1C,19741117,,,X_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19741117,,,,"Daw MI, Tricoire L, Erdelyi F, Szabo G, McBain CJ.J Neurosci. 2009 Sep 9;29(36):11112-22.",,,,
CA1,Schaffer collateral (-)2311,4-015,3,1,1,P,trilaminar 2311,1,1,L,trilaminar 2311,1,11807843_@,$ (not found),$ (not found),X_@,11807843_@,11807843_@,$ (not found),$ (not found),11807843_@,,X_@,11807843,11807843_@,11807843_@,Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,Fig.9,,,0,X_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trilaminar 2311,,11807843,4275,"""Fig. 9. Features of a {CA1} regular-spiking CCK-IR {cholecystokinin-immunoreactive} trilaminar cell. A: Light microscopic reconstruction of the trilaminar cell (black: soma/dendrite; grey: axonal arbour; 649 boutons: SO {stratum oriens} 27%, SP {stratum pyramidale} 23%, SR {stratum radiatum} 50%). B: Current injections (as indicated) reveal the regular-spiking characteristics of the cell. Scale bar = 100 microm in A.""","Fig. 9, p. 360",Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,,,,
,,,,,,,apical dendrite innervating,1,0,C,apical dendrite innervating,checked (merged with tr 2311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apical dendrite innervating,,,,,,,,,,
